,Broader,N,PUBMEDID,AUTHOR,parentterm,STAGE,DATE,ACCESSION,DiseaseOrTrait
1039,African American or Afro-Caribbean,2347.0,25224454.0,Li J,Other measurement,initial,2014-09-15,GCST002609,Iron status biomarkers
5429,European,510.0,25221879.0,Wu K,"Other measurement, Other disease",initial,2014-09-15,GCST002608,Pulmonary function in asthmatics
637,African American or Afro-Caribbean,329.0,25224454.0,Li J,Other measurement,replication,2014-09-15,GCST002609,Iron status biomarkers
2172,Asian,484.0,25223902.0,Go MJ,Other measurement,initial,2014-09-16,GCST002610,Fasting plasma glucose (childhood)
10040,European,13150.0,25226531.0,St Pourcain B,Biological process,initial,2014-09-16,GCST002611,Expressive vocabulary in infants
9010,European,6558.0,25226531.0,St Pourcain B,Biological process,replication,2014-09-16,GCST002611,Expressive vocabulary in infants
2379,Asian,776.0,25223902.0,Go MJ,Other measurement,replication,2014-09-16,GCST002610,Fasting plasma glucose (childhood)
7073,European,2036.0,25237182.0,Erickson SW,Cancer,initial,2014-09-18,GCST002614,Multiple myeloma
10108,European,13912.0,25233373.0,Simpson CL,"Other trait, Neurological disorder",initial,2014-09-18,GCST002617,Hyperopia
5932,European,849.0,25234806.0,Dijkstra AE,"Other disease, Other trait",initial,2014-09-18,GCST002612,Chronic mucus hypersecretion in chronic obstructive pulmonary disease
6519,European,1348.0,25234806.0,Dijkstra AE,Other trait,initial,2014-09-18,GCST002613,Chronic mucus hypersecretion
7399,European,2443.0,25234806.0,Dijkstra AE,Other trait,replication,2014-09-18,GCST002613,Chronic mucus hypersecretion
7774,European,3106.0,25234806.0,Dijkstra AE,"Other disease, Other trait",replication,2014-09-18,GCST002612,Chronic mucus hypersecretion in chronic obstructive pulmonary disease
7818,European,3208.0,25233373.0,Simpson CL,"Other trait, Neurological disorder",replication,2014-09-18,GCST002617,Hyperopia
5168,European,386.0,25240745.0,Lopez S,Other measurement,initial,2014-09-18,GCST002616,Mitochondrial DNA levels
8410,European,4581.0,25233373.0,Simpson CL,Other trait,replication,2014-09-18,GCST002615,Myopia
10228,European,15619.0,25233373.0,Simpson CL,Other trait,initial,2014-09-18,GCST002615,Myopia
14233,Other/Mixed,5503.0,25352737.0,Ritchie MD,"Other measurement, Other trait",initial,2014-09-19,GCST002618,Age-related cataracts (age at onset)
44,African,114.0,25352737.0,Ritchie MD,Other trait,initial,2014-09-19,GCST002619,Age-related cataracts
13799,Other/Mixed,174.0,25352737.0,Ritchie MD,Other trait,initial,2014-09-19,GCST002619,Age-related cataracts
9149,European,7109.0,25352737.0,Ritchie MD,Other trait,initial,2014-09-19,GCST002619,Age-related cataracts
6333,European,1151.0,25245031.0,Luneburg N,"Cardiovascular measurement, Other measurement",replication,2014-09-21,GCST002620,Asymmetrical dimethylarginine levels
6334,European,1152.0,25245031.0,Luneburg N,"Cardiovascular measurement, Other measurement",replication,2014-09-21,GCST002622,Symmetrical dimethylarginine levels
8740,European,5439.0,25241909.0,Lee JH,Other disease,initial,2014-09-21,GCST002621,Chronic bronchitis in chronic obstructive pulmonary disease
8119,European,3747.0,25245031.0,Luneburg N,Other measurement,initial,2014-09-21,GCST002623,L-arginine levels
9180,European,7297.0,25241909.0,Lee JH,Other disease,initial,2014-09-21,GCST002624,Chronic obstructive pulmonary disease
8741,European,5439.0,25241909.0,Lee JH,Other disease,initial,2014-09-21,GCST002625,Chronic bronchitis and chronic obstructive pulmonary disease
6340,European,1159.0,25245031.0,Luneburg N,Other measurement,replication,2014-09-21,GCST002623,L-arginine levels
8116,European,3742.0,25245031.0,Luneburg N,"Cardiovascular measurement, Other measurement",initial,2014-09-21,GCST002620,Asymmetrical dimethylarginine levels
8118,European,3745.0,25245031.0,Luneburg N,"Cardiovascular measurement, Other measurement",initial,2014-09-21,GCST002622,Symmetrical dimethylarginine levels
979,African American or Afro-Caribbean,1931.0,25241909.0,Lee JH,Other disease,initial,2014-09-21,GCST002625,Chronic bronchitis and chronic obstructive pulmonary disease
3000,Asian,2026.0,25241763.0,Springelkamp H,Other measurement,replication,2014-09-22,GCST002626,Vertical cup-disc ratio
10557,European,21094.0,25241763.0,Springelkamp H,Other measurement,initial,2014-09-22,GCST002626,Vertical cup-disc ratio
3160,Asian,2453.0,25241763.0,Springelkamp H,Other measurement,replication,2014-09-22,GCST002626,Vertical cup-disc ratio
3116,Asian,2305.0,25241763.0,Springelkamp H,Other measurement,replication,2014-09-22,GCST002626,Vertical cup-disc ratio
8755,European,5466.0,25248455.0,Ek WE,Digestive system disorder,initial,2014-09-23,GCST002629,Irritable bowel syndrome
4538,Asian,69146.0,25249183.0,Lu X,Other measurement,replication,2014-09-23,GCST002631,Diastolic blood pressure
4536,Asian,69146.0,25249183.0,Lu X,Cardiovascular disease,replication,2014-09-23,GCST002627,Hypertension
6954,European,1868.0,25246029.0,DiStefano JK,"Lipid or lipoprotein measurement, Metabolic disorder",initial,2014-09-23,GCST002632,Hepatic lipid content in extreme obesity
8025,European,3511.0,25248455.0,Ek WE,Digestive system disorder,replication,2014-09-23,GCST002629,Irritable bowel syndrome
4537,Asian,69146.0,25249183.0,Lu X,Other measurement,replication,2014-09-23,GCST002630,Systolic blood pressure
6955,European,1868.0,25246029.0,DiStefano JK,"Metabolic disorder, Other measurement",initial,2014-09-23,GCST002628,Bilirubin levels in extreme obesity
4069,Asian,9469.0,25249183.0,Lu X,Cardiovascular disease,initial,2014-09-23,GCST002627,Hypertension
4177,Asian,11816.0,25249183.0,Lu X,Other measurement,initial,2014-09-23,GCST002630,Systolic blood pressure
4178,Asian,11816.0,25249183.0,Lu X,Other measurement,initial,2014-09-23,GCST002631,Diastolic blood pressure
8659,European,5165.0,25256182.0,Foroud T,Cardiovascular disease,initial,2014-09-25,GCST002633,Intracranial aneurysm
2512,Asian,1026.0,25303641.0,Zhang F,Other disease,replication,2014-09-25,GCST002634,Kashin-Beck disease
6497,European,1312.0,25256105.0,Freitag-Wolf S,"Digestive system disorder, Other measurement",initial,2014-09-25,GCST002635,Aggressive periodontitis (sex interaction)
9084,European,6837.0,25256182.0,Foroud T,Cardiovascular disease,replication,2014-09-25,GCST002633,Intracranial aneurysm
2818,Asian,1717.0,25303641.0,Zhang F,Other disease,initial,2014-09-25,GCST002634,Kashin-Beck disease
5960,European,871.0,25256105.0,Freitag-Wolf S,"Digestive system disorder, Other measurement",replication,2014-09-25,GCST002635,Aggressive periodontitis (sex interaction)
8868,European,5916.0,25261932.0,Cerhan JR,Cancer,replication,2014-09-28,GCST002636,Diffuse large B cell lymphoma
9919,European,11523.0,25261932.0,Cerhan JR,Cancer,initial,2014-09-28,GCST002636,Diffuse large B cell lymphoma
1830,Asian,178.0,25266886.0,Kim JJ,"Immune system disorder, Other measurement, Inflammatory measurement",initial,2014-09-30,GCST002640,Inflammatory biomarkers in Kawasaki disease
2636,Asian,1302.0,25317111.0,Seo I,"Biological process, Cardiovascular disease, Metabolic disorder",initial,2014-09-30,GCST002637,Medication adherence in chronic diseases
2154,Asian,473.0,25266886.0,Kim JJ,"Immune system disorder, Other measurement, Inflammatory measurement",replication,2014-09-30,GCST002640,Inflammatory biomarkers in Kawasaki disease
8527,European,4899.0,25534755.0,Chaste P,"Neurological disorder, Other measurement",initial,2014-09-30,GCST002639,Autism spectrum disorder-related traits
3995,Asian,8738.0,25317112.0,Oh S,Digestive system disorder,initial,2014-09-30,GCST002638,Gastritis
2213,Asian,548.0,25271088.0,Singh A,"Other measurement, Body measurement",initial,2014-10-01,GCST002641,Hip circumference (psychosocial stress interaction)
7411,European,2460.0,25271088.0,Singh A,"Other measurement, Body measurement",initial,2014-10-01,GCST002641,Hip circumference (psychosocial stress interaction)
5518,European,562.0,25089948.0,Theusch E,"Other measurement, Response to drug",initial,2014-10-01,GCST002642,Response to simvastatin treatment (PCSK9 protein level change)
13041,Hispanic or Latin American,1250.0,25271088.0,Singh A,"Other measurement, Body measurement",initial,2014-10-01,GCST002641,Hip circumference (psychosocial stress interaction)
939,African American or Afro-Caribbean,1547.0,25271088.0,Singh A,"Other measurement, Body measurement",initial,2014-10-01,GCST002641,Hip circumference (psychosocial stress interaction)
7797,European,3157.0,25271088.0,Singh A,"Other measurement, Body measurement",replication,2014-10-01,GCST002641,Hip circumference (psychosocial stress interaction)
620,African American or Afro-Caribbean,287.0,25089948.0,Theusch E,"Other measurement, Response to drug",replication,2014-10-01,GCST002642,Response to simvastatin treatment (PCSK9 protein level change)
9203,European,7381.0,25279986.0,Skibola CF,Cancer,replication,2014-10-02,GCST002643,Follicular lymphoma
9797,European,10486.0,25279986.0,Skibola CF,Cancer,initial,2014-10-02,GCST002643,Follicular lymphoma
3758,Asian,6112.0,25281661.0,Matsuda K,Cancer,initial,2014-10-03,GCST002645,Bladder cancer
10803,European,28238.0,25281659.0,van der Valk RJ,Body measurement,initial,2014-10-03,GCST002646,Infant length
13955,Other/Mixed,603.0,25281659.0,van der Valk RJ,Body measurement,replication,2014-10-03,GCST002644,Birth length
9517,European,8609.0,25281661.0,Matsuda K,Cancer,replication,2014-10-03,GCST002645,Bladder cancer
10807,European,28439.0,25281659.0,van der Valk RJ,Body measurement,initial,2014-10-03,GCST002644,Birth length
10257,European,16145.0,25281659.0,van der Valk RJ,Body measurement,replication,2014-10-03,GCST002644,Birth length
2263,Asian,651.0,25281659.0,van der Valk RJ,Body measurement,replication,2014-10-03,GCST002644,Birth length
3888,Asian,7556.0,25281661.0,Matsuda K,Cancer,replication,2014-10-03,GCST002645,Bladder cancer
13849,Other/Mixed,280.0,25281659.0,van der Valk RJ,Body measurement,replication,2014-10-03,GCST002644,Birth length
11582,European,80067.0,25282103.0,Wood AR,"Other measurement, Body measurement",replication,2014-10-05,GCST002647,Height
12309,European,253288.0,25282103.0,Wood AR,"Other measurement, Body measurement",initial,2014-10-05,GCST002647,Height
6378,European,1191.0,25284319.0,Sanchez-Mora C,Neurological disorder,initial,2014-10-06,GCST002648,Persistent attention-deficit hyperactivity disorder
8218,European,4005.0,25284319.0,Sanchez-Mora C,Neurological disorder,replication,2014-10-06,GCST002648,Persistent attention-deficit hyperactivity disorder
13856,Other/Mixed,311.0,25293881.0,Patel YM,Other measurement,initial,2014-10-07,GCST002649,Nicotine glucouronidation
1372,African American or Afro-Caribbean,7964.0,25288136.0,Cornelis MC,"Biological process, Other measurement",replication,2014-10-07,GCST002650,Coffee consumption (cups per day)
657,African American or Afro-Caribbean,364.0,25293881.0,Patel YM,Other measurement,initial,2014-10-07,GCST002652,Cotinine glucuronidation
1216,African American or Afro-Caribbean,3845.0,25288136.0,Cornelis MC,"Biological process, Other measurement",replication,2014-10-07,GCST002651,Coffee consumption
2285,Asian,674.0,25293881.0,Patel YM,Other measurement,initial,2014-10-07,GCST002652,Cotinine glucuronidation
10854,European,30062.0,25288136.0,Cornelis MC,"Biological process, Other measurement",replication,2014-10-07,GCST002650,Coffee consumption (cups per day)
11251,European,48528.0,25288136.0,Cornelis MC,"Biological process, Other measurement",initial,2014-10-07,GCST002651,Coffee consumption
11717,European,91462.0,25288136.0,Cornelis MC,"Biological process, Other measurement",initial,2014-10-07,GCST002650,Coffee consumption (cups per day)
12876,Hispanic or Latin American,453.0,25293881.0,Patel YM,Other measurement,initial,2014-10-07,GCST002649,Nicotine glucouronidation
656,African American or Afro-Caribbean,364.0,25293881.0,Patel YM,Other measurement,initial,2014-10-07,GCST002649,Nicotine glucouronidation
2284,Asian,674.0,25293881.0,Patel YM,Other measurement,initial,2014-10-07,GCST002649,Nicotine glucouronidation
12877,Hispanic or Latin American,453.0,25293881.0,Patel YM,Other measurement,initial,2014-10-07,GCST002652,Cotinine glucuronidation
10068,European,13469.0,25288136.0,Cornelis MC,"Biological process, Other measurement",replication,2014-10-07,GCST002651,Coffee consumption
5275,European,437.0,25293881.0,Patel YM,Other measurement,initial,2014-10-07,GCST002649,Nicotine glucouronidation
13857,Other/Mixed,311.0,25293881.0,Patel YM,Other measurement,initial,2014-10-07,GCST002652,Cotinine glucuronidation
5276,European,437.0,25293881.0,Patel YM,Other measurement,initial,2014-10-07,GCST002652,Cotinine glucuronidation
7155,European,2138.0,25411281.0,Dashti HS,Other measurement,initial,2014-10-08,GCST002653,Circulating phylloquinone levels
261,African,3485.0,25297839.0,Crosslin DR,"Other disease, Other measurement",initial,2014-10-09,GCST002654,Shingles
10418,European,18423.0,25297839.0,Crosslin DR,"Other disease, Other measurement",initial,2014-10-09,GCST002654,Shingles
12928,Hispanic or Latin American,621.0,25297839.0,Crosslin DR,"Other disease, Other measurement",initial,2014-10-09,GCST002654,Shingles
8417,European,4603.0,25305756.0,Kiryluk K,Other disease,initial,2014-10-12,GCST002655,IgA nephropathy
3489,Asian,4271.0,25305756.0,Kiryluk K,Other disease,replication,2014-10-12,GCST002655,IgA nephropathy
3024,Asian,2096.0,25305756.0,Kiryluk K,Other disease,initial,2014-10-12,GCST002655,IgA nephropathy
6143,European,986.0,25451450.0,Jacobsen KK,"Cardiovascular disease, Neurological disorder",replication,2014-10-12,GCST002656,Migraine in bipolar disorder
9679,European,9642.0,25305756.0,Kiryluk K,Other disease,replication,2014-10-12,GCST002655,IgA nephropathy
6557,European,1374.0,25451450.0,Jacobsen KK,"Cardiovascular disease, Neurological disorder",initial,2014-10-12,GCST002656,Migraine in bipolar disorder
7038,European,1983.0,25310577.0,Evans TJ,Cancer,replication,2014-10-13,GCST002657,Acute lymphoblastic leukemia (childhood)
2217,Asian,555.0,25310821.0,Kim JH,Digestive system disorder,initial,2014-10-13,GCST002658,Hirschsprung disease
6695,European,1550.0,25310577.0,Evans TJ,Cancer,initial,2014-10-13,GCST002657,Acute lymphoblastic leukemia (childhood)
2282,Asian,667.0,25328121.0,Lee JY,"Cardiovascular measurement, Cardiovascular disease",initial,2014-10-17,GCST002659,Coronary artery disease-related phenotypes
2427,Asian,853.0,25328121.0,Lee JY,"Cardiovascular measurement, Cardiovascular disease",replication,2014-10-17,GCST002659,Coronary artery disease-related phenotypes
5337,European,474.0,25457201.0,de Tayrac M,"Metabolic disorder, Other measurement",initial,2014-10-18,GCST002660,Hereditary hemochromatosis-related traits (HFE mutation homozygotes)
5786,European,746.0,25457201.0,de Tayrac M,"Metabolic disorder, Other measurement",replication,2014-10-18,GCST002660,Hereditary hemochromatosis-related traits (HFE mutation homozygotes)
10188,European,15031.0,25329471.0,van Leeuwen EM,Lipid or lipoprotein measurement,replication,2014-10-20,GCST002661,HDL cholesterol (SNP x SNP interaction)
13337,Hispanic or Latin American,6614.0,25327703.0,Fejerman L,Cancer,replication,2014-10-20,GCST002662,Breast cancer
13264,Hispanic or Latin American,4710.0,25327703.0,Fejerman L,Cancer,initial,2014-10-20,GCST002662,Breast cancer
7728,European,2996.0,25329471.0,van Leeuwen EM,Lipid or lipoprotein measurement,initial,2014-10-20,GCST002661,HDL cholesterol (SNP x SNP interaction)
13741,Other/Mixed,80.0,25729143.0,Ahmetov I,Other measurement,initial,2014-10-21,GCST002664,Maximal oxygen uptake response
2203,Asian,536.0,25335168.0,Hashimoto R,Other measurement,initial,2014-10-21,GCST002663,Superior frontal gyrus grey matter volume
5215,European,410.0,25338677.0,Kariuki SN,"Other measurement, Immune system disorder",initial,2014-10-23,GCST002666,Interferon alpha levels in systemic lupus erythematosus
694,African American or Afro-Caribbean,450.0,25338677.0,Kariuki SN,"Other measurement, Immune system disorder",replication,2014-10-23,GCST002666,Interferon alpha levels in systemic lupus erythematosus
5730,European,715.0,25338677.0,Kariuki SN,"Other measurement, Immune system disorder",replication,2014-10-23,GCST002666,Interferon alpha levels in systemic lupus erythematosus
8277,European,4162.0,25343990.0,Cornelis MC,Other measurement,initial,2014-10-24,GCST002671,Toenail selenium levels
14122,Other/Mixed,1472.0,25342443.0,Lindstrom S,Other measurement,replication,2014-10-24,GCST002668,Mammographic density (non-dense area)
5112,European,343.0,25342443.0,Lindstrom S,"Other measurement, Cancer",replication,2014-10-24,GCST002669,Percent mammographic density
9255,European,7600.0,25342443.0,Lindstrom S,Other measurement,initial,2014-10-24,GCST002668,Mammographic density (non-dense area)
14123,Other/Mixed,1472.0,25342443.0,Lindstrom S,"Other measurement, Cancer",replication,2014-10-24,GCST002669,Percent mammographic density
14121,Other/Mixed,1472.0,25342443.0,Lindstrom S,Other measurement,replication,2014-10-24,GCST002667,Mammographic density (dense area)
9314,European,7916.0,25342443.0,Lindstrom S,"Other measurement, Cancer",initial,2014-10-24,GCST002669,Percent mammographic density
5110,European,343.0,25342443.0,Lindstrom S,Other measurement,replication,2014-10-24,GCST002667,Mammographic density (dense area)
9677,European,9639.0,25343990.0,Cornelis MC,Other measurement,initial,2014-10-24,GCST002670,Blood and toenail selenium levels
5111,European,343.0,25342443.0,Lindstrom S,Other measurement,replication,2014-10-24,GCST002668,Mammographic density (non-dense area)
9254,European,7600.0,25342443.0,Lindstrom S,Other measurement,initial,2014-10-24,GCST002667,Mammographic density (dense area)
8607,European,5047.0,25344690.0,Feenstra B,Other trait,initial,2014-10-26,GCST002674,Febrile seizures (MMR vaccine-related)
7565,European,2679.0,25344690.0,Feenstra B,Other trait,replication,2014-10-26,GCST002673,Febrile seizures (MMR vaccine-unrelated)
7761,European,3087.0,25344690.0,Feenstra B,Other trait,replication,2014-10-26,GCST002674,Febrile seizures (MMR vaccine-related)
7760,European,3087.0,25344690.0,Feenstra B,Other trait,replication,2014-10-26,GCST002672,Febrile seizures
8909,European,6117.0,25344690.0,Feenstra B,Other trait,initial,2014-10-26,GCST002672,Febrile seizures
8638,European,5118.0,25344690.0,Feenstra B,Other trait,initial,2014-10-26,GCST002673,Febrile seizures (MMR vaccine-unrelated)
10429,European,18596.0,25350695.0,Postmus I,"Lipid or lipoprotein measurement, Response to drug",initial,2014-10-28,GCST002675,Response to statins (LDL cholesterol change)
10661,European,23279.0,25350695.0,Postmus I,"Lipid or lipoprotein measurement, Response to drug",replication,2014-10-28,GCST002675,Response to statins (LDL cholesterol change)
10690,European,23986.0,25352340.0,Benyamin B,Other measurement,initial,2014-10-29,GCST002678,Iron status biomarkers (transferrin levels)
10731,European,24986.0,25352340.0,Benyamin B,Other measurement,replication,2014-10-29,GCST002680,Iron status biomarkers (transferrin saturation)
10689,European,23986.0,25352340.0,Benyamin B,Other measurement,initial,2014-10-29,GCST002677,Iron status biomarkers (ferritin levels)
10691,European,23986.0,25352340.0,Benyamin B,Other measurement,initial,2014-10-29,GCST002679,Iron status biomarkers (iron levels)
10730,European,24986.0,25352340.0,Benyamin B,Other measurement,replication,2014-10-29,GCST002679,Iron status biomarkers (iron levels)
10729,European,24986.0,25352340.0,Benyamin B,Other measurement,replication,2014-10-29,GCST002678,Iron status biomarkers (transferrin levels)
10728,European,24986.0,25352340.0,Benyamin B,Other measurement,replication,2014-10-29,GCST002677,Iron status biomarkers (ferritin levels)
10692,European,23986.0,25352340.0,Benyamin B,Other measurement,initial,2014-10-29,GCST002680,Iron status biomarkers (transferrin saturation)
5343,European,478.0,25353672.0,Fernandez-Navarro P,Other measurement,initial,2014-10-29,GCST002676,Mammographic density
577,African American or Afro-Caribbean,205.0,25456346.0,Nievergelt CM,Neurological disorder,initial,2014-10-30,GCST002681,Post-traumatic stress disorder
2151,Asian,470.0,25456346.0,Nievergelt CM,Neurological disorder,initial,2014-10-30,GCST002681,Post-traumatic stress disorder
7201,European,2179.0,25456346.0,Nievergelt CM,Neurological disorder,initial,2014-10-30,GCST002681,Post-traumatic stress disorder
13973,Other/Mixed,640.0,25456346.0,Nievergelt CM,Neurological disorder,initial,2014-10-30,GCST002681,Post-traumatic stress disorder
5385,European,491.0,25456346.0,Nievergelt CM,Neurological disorder,replication,2014-10-30,GCST002681,Post-traumatic stress disorder
9612,European,9260.0,25158072.0,Yu D,Neurological disorder,initial,2014-10-31,GCST002682,Tourette's syndrome or obsessive-compulsive disorder
8171,European,3889.0,25409777.0,Thyagarajan B,Other measurement,initial,2014-11-01,GCST002683,Pulmonary function
2747,Asian,1540.0,25364816.0,Awata T,Metabolic disorder,replication,2014-11-03,GCST002684,Diabetic retinopathy in type 2 diabetes
2127,Asian,446.0,25364816.0,Awata T,Metabolic disorder,initial,2014-11-03,GCST002684,Diabetic retinopathy in type 2 diabetes
2976,Asian,1998.0,25367360.0,Li Q,Other trait,initial,2014-11-04,GCST002685,Refractive astigmatism
11068,European,37608.0,25367360.0,Li Q,Other trait,initial,2014-11-04,GCST002685,Refractive astigmatism
3751,Asian,6049.0,25367360.0,Li Q,Other trait,initial,2014-11-04,GCST002685,Refractive astigmatism
3063,Asian,2165.0,25367360.0,Li Q,Other trait,initial,2014-11-04,GCST002685,Refractive astigmatism
91,African,321.0,25372704.0,Mtatiro SN,"Neurological disorder, Hematological measurement",replication,2014-11-05,GCST002687,Fetal hemoglobin levels in sickle cell anemia
1074,African American or Afro-Caribbean,2701.0,25376901.0,Munir MS,Hematological measurement,initial,2014-11-05,GCST002686,Protein C levels
176,African,1213.0,25372704.0,Mtatiro SN,"Neurological disorder, Hematological measurement",initial,2014-11-05,GCST002687,Fetal hemoglobin levels in sickle cell anemia
9770,European,10129.0,25378659.0,Lemaitre RN,Lipid or lipoprotein measurement,initial,2014-11-06,GCST002688,Very long-chain saturated fatty acid levels (fatty acid 22:0)
9771,European,10129.0,25378659.0,Lemaitre RN,Lipid or lipoprotein measurement,initial,2014-11-06,GCST002690,Very long-chain saturated fatty acid levels (fatty acid 20:0)
9313,European,7915.0,25378659.0,Lemaitre RN,Lipid or lipoprotein measurement,initial,2014-11-06,GCST002689,Very long-chain saturated fatty acid levels (fatty acid 24:0)
13649,Other/Mixed,8.0,25378290.0,McQueen MB,Body measurement,initial,2014-11-07,GCST002692,Body mass index (change over time)
498,African American or Afro-Caribbean,94.0,25670933.0,Hanchard NA,"Neurological disorder, Biological process",initial,2014-11-07,GCST002691,Alloimmunization response to red blood cell transfusion in sickle cell anemia
6013,European,917.0,25378290.0,McQueen MB,Body measurement,initial,2014-11-07,GCST002692,Body mass index (change over time)
1686,Asian,73.0,25378290.0,McQueen MB,Body measurement,initial,2014-11-07,GCST002692,Body mass index (change over time)
742,African American or Afro-Caribbean,677.0,25378290.0,McQueen MB,Body measurement,initial,2014-11-07,GCST002692,Body mass index (change over time)
12814,Hispanic or Latin American,209.0,25378290.0,McQueen MB,Body measurement,initial,2014-11-07,GCST002692,Body mass index (change over time)
3159,Asian,2443.0,25383971.0,Dunstan SJ,Other disease,initial,2014-11-10,GCST002693,Enteric fever
9148,European,7100.0,25383866.0,Kirkpatrick RM,Biological process,initial,2014-11-10,GCST002694,General cognitive ability
2495,Asian,981.0,25383971.0,Dunstan SJ,Other disease,replication,2014-11-10,GCST002693,Enteric fever
2407,Asian,819.0,25383971.0,Dunstan SJ,Other disease,replication,2014-11-10,GCST002693,Enteric fever
13890,Other/Mixed,363.0,25385369.0,Ramanan VK,Biological process,replication,2014-11-11,GCST002695,Episodic memory
9036,European,6687.0,25385369.0,Ramanan VK,Biological process,replication,2014-11-11,GCST002695,Episodic memory
8693,European,5283.0,25385369.0,Ramanan VK,Biological process,initial,2014-11-11,GCST002695,Episodic memory
758,African American or Afro-Caribbean,711.0,25385369.0,Ramanan VK,Biological process,replication,2014-11-11,GCST002695,Episodic memory
784,African American or Afro-Caribbean,817.0,25385369.0,Ramanan VK,Biological process,initial,2014-11-11,GCST002695,Episodic memory
13961,Other/Mixed,605.0,25385369.0,Ramanan VK,Biological process,initial,2014-11-11,GCST002695,Episodic memory
732,African American or Afro-Caribbean,597.0,25390645.0,Otowa T,Neurological disorder,initial,2014-11-12,GCST002696,Anxiety disorder
6812,European,1697.0,25390645.0,Otowa T,Neurological disorder,initial,2014-11-12,GCST002696,Anxiety disorder
6199,European,1008.0,25407941.0,Sleiman PM,Digestive system disorder,replication,2014-11-19,GCST002697,Eosinophilic esophagitis
8305,European,4240.0,25407941.0,Sleiman PM,Digestive system disorder,initial,2014-11-19,GCST002697,Eosinophilic esophagitis
5757,European,736.0,25411163.0,Maitland ML,Other measurement,initial,2014-11-19,GCST002698,Serum VEGFR2 concentration
6096,European,959.0,25917933.0,Zai CC,"Biological process, Neurological disorder, Other measurement",initial,2014-11-20,GCST002699,Suicide in bipolar disorder
10237,European,15809.0,25420145.0,Debette S,Cardiovascular disease,initial,2014-11-24,GCST002700,Cervical artery dissection
7906,European,3307.0,25420145.0,Debette S,Cardiovascular disease,replication,2014-11-24,GCST002700,Cervical artery dissection
1213,African American or Afro-Caribbean,3811.0,25648963.0,Debette S,Other measurement,replication,2014-11-25,GCST002701,Verbal declarative memory
10832,European,29076.0,25648963.0,Debette S,Other measurement,initial,2014-11-25,GCST002701,Verbal declarative memory
9817,European,10617.0,25648963.0,Debette S,Other measurement,replication,2014-11-25,GCST002701,Verbal declarative memory
4524,Asian,57699.0,25429064.0,He M,"Other measurement, Body measurement",replication,2014-11-26,GCST002702,Height
4465,Asian,36227.0,25429064.0,He M,"Other measurement, Body measurement",initial,2014-11-26,GCST002702,Height
2198,Asian,523.0,25429627.0,Oryoji D,Immune system disorder,initial,2014-11-27,GCST002705,Hashimoto thyroiditis versus Graves' disease
6410,European,1211.0,25431337.0,Bouzigon E,Other measurement,initial,2014-11-27,GCST002704,Fractional exhaled nitric oxide levels
2216,Asian,554.0,25434496.0,Kim S,Other measurement,initial,2014-11-27,GCST002703,Prostate-specific antigen levels
9618,European,9308.0,25431337.0,Bouzigon E,Other measurement,replication,2014-11-27,GCST002704,Fractional exhaled nitric oxide levels
2146,Asian,467.0,25429627.0,Oryoji D,Immune system disorder,replication,2014-11-27,GCST002705,Hashimoto thyroiditis versus Graves' disease
2758,Asian,1575.0,25434496.0,Kim S,Other measurement,replication,2014-11-27,GCST002703,Prostate-specific antigen levels
8378,European,4469.0,25387707.0,Vaidyanathan U,Other measurement,initial,2014-12-01,GCST002710,Anti-saccade response
8361,European,4424.0,25387706.0,Vaidyanathan U,Other measurement,initial,2014-12-01,GCST002706,Electrodermal activity
652,African American or Afro-Caribbean,351.0,25436638.0,Malinowski JR,Other measurement,initial,2014-12-01,GCST002707,Serum thyroid-stimulating hormone levels
8228,European,4026.0,25387704.0,Malone SM,Other measurement,initial,2014-12-01,GCST002709,Electroencephalogram traits
7915,European,3323.0,25387708.0,Vaidyanathan U,Other measurement,initial,2014-12-01,GCST002708,Acoustic startle blink response
8389,European,4501.0,25436638.0,Malinowski JR,Other measurement,initial,2014-12-01,GCST002707,Serum thyroid-stimulating hormone levels
6629,European,1480.0,25468567.0,Perez-Andreu V,Cancer,initial,2014-12-02,GCST002713,Acute lymphoblastic leukemia (adolescents and young adults)
852,African American or Afro-Caribbean,1085.0,25468567.0,Perez-Andreu V,Cancer,replication,2014-12-02,GCST002713,Acute lymphoblastic leukemia (adolescents and young adults)
14192,Other/Mixed,3027.0,25468567.0,Perez-Andreu V,Cancer,initial,2014-12-02,GCST002713,Acute lymphoblastic leukemia (adolescents and young adults)
8115,European,3739.0,25468567.0,Perez-Andreu V,Cancer,replication,2014-12-02,GCST002713,Acute lymphoblastic leukemia (adolescents and young adults)
1261,African American or Afro-Caribbean,4771.0,25469926.0,Gottlieb DJ,Other measurement,replication,2014-12-02,GCST002711,Sleep duration
916,African American or Afro-Caribbean,1378.0,25468567.0,Perez-Andreu V,Cancer,initial,2014-12-02,GCST002713,Acute lymphoblastic leukemia (adolescents and young adults)
11235,European,47180.0,25469926.0,Gottlieb DJ,Other measurement,initial,2014-12-02,GCST002711,Sleep duration
13030,Hispanic or Latin American,1084.0,25468567.0,Perez-Andreu V,Cancer,initial,2014-12-02,GCST002713,Acute lymphoblastic leukemia (adolescents and young adults)
12898,Hispanic or Latin American,535.0,25468567.0,Perez-Andreu V,Cancer,replication,2014-12-02,GCST002713,Acute lymphoblastic leukemia (adolescents and young adults)
