EFO URI,STUDY ACCESSION,PUBMEDID,ASSOCIATION COUNT
http://www.ebi.ac.uk/efo/efo_0001065,GCST004549,28537267,35
http://www.ebi.ac.uk/efo/efo_0007627,GCST004526,28521775,4
http://www.ebi.ac.uk/efo/efo_0000621,GCST004510,28545128,9
http://www.ebi.ac.uk/efo/efo_0007627,GCST004527,28521775,1
http://www.ebi.ac.uk/efo/efo_0007627,GCST004525,28521775,9
http://www.ebi.ac.uk/efo/efo_0005671,GCST004511,28520984,0
http://www.ebi.ac.uk/efo/efo_0000692,GCST008595,31374203,235
http://www.ebi.ac.uk/efo/efo_0004337,GCST008595,31374203,235
http://www.ebi.ac.uk/efo/efo_0004784,GCST008595,31374203,235
http://www.ebi.ac.uk/efo/efo_0004670,GCST008642,31370031,4
http://www.ebi.ac.uk/efo/efo_0010110,GCST008673,31367044,0
http://www.ebi.ac.uk/efo/efo_0007878,GCST008673,31367044,0
http://www.ebi.ac.uk/efo/efo_0004340,GCST008673,31367044,0
http://www.ebi.ac.uk/efo/efo_0006807,GCST008673,31367044,0
http://www.ebi.ac.uk/efo/efo_0007630,GCST008673,31367044,0
http://www.ebi.ac.uk/efo/efo_0005110,GCST008673,31367044,0
http://www.ebi.ac.uk/efo/efo_0005208,GCST008673,31367044,0
http://www.ebi.ac.uk/efo/efo_0004467,GCST008673,31367044,0
http://www.ebi.ac.uk/efo/efo_0008036,GCST008673,31367044,0
http://www.ebi.ac.uk/efo/efo_0007800,GCST008673,31367044,0
http://www.ebi.ac.uk/efo/efo_0009768,GCST008673,31367044,0
http://www.ebi.ac.uk/efo/efo_0004732,GCST008673,31367044,0
http://www.ebi.ac.uk/efo/efo_0009767,GCST008673,31367044,0
http://www.ebi.ac.uk/efo/efo_0010113,GCST008673,31367044,0
http://www.ebi.ac.uk/efo/efo_0004518,GCST008673,31367044,0
http://www.ebi.ac.uk/efo/efo_0004339,GCST008673,31367044,0
http://www.ebi.ac.uk/efo/efo_0005763,GCST008673,31367044,0
http://www.ebi.ac.uk/efo/efo_0009770,GCST008673,31367044,0
http://www.ebi.ac.uk/efo/efo_0005093,GCST008673,31367044,0
http://www.ebi.ac.uk/efo/efo_0004535,GCST008673,31367044,0
http://www.ebi.ac.uk/efo/efo_0009792,GCST008673,31367044,0
http://www.ebi.ac.uk/efo/efo_0004342,GCST008673,31367044,0
http://www.ebi.ac.uk/efo/efo_0010119,GCST008673,31367044,0
http://www.ebi.ac.uk/efo/efo_0010118,GCST008673,31367044,0
http://www.ebi.ac.uk/efo/efo_0004574,GCST008673,31367044,0
http://www.ebi.ac.uk/efo/efo_0004458,GCST008673,31367044,0
http://www.ebi.ac.uk/efo/efo_0004502,GCST008673,31367044,0
http://www.ebi.ac.uk/efo/efo_0004612,GCST008673,31367044,0
http://www.ebi.ac.uk/efo/efo_0005001,GCST008673,31367044,0
http://www.ebi.ac.uk/efo/efo_0006335,GCST008673,31367044,0
http://www.ebi.ac.uk/efo/efo_0009769,GCST008673,31367044,0
http://www.ebi.ac.uk/efo/efo_0004338,GCST008673,31367044,0
http://www.ebi.ac.uk/efo/efo_0004468,GCST008673,31367044,0
http://www.ebi.ac.uk/efo/efo_0004631,GCST008673,31367044,0
http://www.ebi.ac.uk/efo/efo_0007761,GCST008673,31367044,0
http://www.ebi.ac.uk/efo/efo_0010111,GCST008673,31367044,0
http://www.ebi.ac.uk/efo/efo_0005058,GCST008673,31367044,0
http://www.ebi.ac.uk/efo/efo_0009793,GCST008673,31367044,0
http://www.ebi.ac.uk/efo/efo_0005680,GCST008673,31367044,0
http://www.ebi.ac.uk/efo/efo_0010112,GCST008673,31367044,0
http://www.ebi.ac.uk/efo/efo_0010117,GCST008673,31367044,0
http://www.ebi.ac.uk/efo/efo_0004343,GCST008673,31367044,0
http://www.ebi.ac.uk/efo/efo_0010114,GCST008673,31367044,0
http://www.ebi.ac.uk/efo/efo_0009765,GCST008673,31367044,0
http://www.ebi.ac.uk/efo/efo_0006336,GCST008673,31367044,0
http://www.ebi.ac.uk/efo/efo_0004530,GCST008673,31367044,0
http://www.ebi.ac.uk/efo/efo_0008317,GCST008673,31367044,0
http://www.ebi.ac.uk/efo/efo_0004555,GCST008673,31367044,0
http://www.ebi.ac.uk/efo/efo_0004611,GCST008673,31367044,0
http://www.ebi.ac.uk/efo/efo_0004614,GCST008673,31367044,0
http://www.ebi.ac.uk/efo/efo_0004466,GCST008673,31367044,0
http://www.ebi.ac.uk/efo/efo_0008595,GCST008673,31367044,0
http://www.ebi.ac.uk/efo/efo_0004615,GCST008673,31367044,0
http://www.ebi.ac.uk/efo/efo_0007878,GCST008757,31358974,51
http://www.ebi.ac.uk/efo/efo_0008535,GCST008490,31358989,16
http://www.ebi.ac.uk/efo/efo_0006781,GCST008487,31345160,3
http://www.ebi.ac.uk/efo/efo_0007626,GCST008477,31324189,38
http://www.ebi.ac.uk/efo/efo_0006527,GCST008477,31324189,38
http://www.ebi.ac.uk/efo/efo_0009322,GCST008668,31482010,4
http://purl.obolibrary.org/obo/hp_0030839,GCST008672,31482140,4
http://www.ebi.ac.uk/efo/efo_0004701,GCST008645,31462767,3
http://www.ebi.ac.uk/efo/efo_0003829,GCST008645,31462767,3
http://www.ebi.ac.uk/efo/efo_0004240,GCST008645,31462767,3
http://www.ebi.ac.uk/efo/efo_0005208,GCST008746,31451708,35
http://www.ebi.ac.uk/efo/efo_0000400,GCST008746,31451708,35
http://www.ebi.ac.uk/efo/efo_0005208,GCST008747,31451708,188
http://www.ebi.ac.uk/efo/efo_0005208,GCST008745,31451708,98
http://www.orpha.net/ordo/orphanet_3389,GCST008488,31434886,1
http://www.ebi.ac.uk/efo/efo_0008407,GCST008488,31434886,1
http://www.ebi.ac.uk/efo/efo_0000537,GCST008736,31423876,1
http://www.ebi.ac.uk/efo/efo_0006944,GCST008736,31423876,1
http://www.ebi.ac.uk/efo/efo_0007766,GCST008736,31423876,1
http://www.ebi.ac.uk/efo/efo_0006945,GCST008735,31423876,0
http://www.ebi.ac.uk/efo/efo_0000537,GCST008735,31423876,0
http://www.ebi.ac.uk/efo/efo_0007766,GCST008735,31423876,0
http://www.ebi.ac.uk/efo/efo_0004765,GCST008743,31501611,2
http://www.ebi.ac.uk/efo/efo_0004765,GCST008744,31501611,205
http://www.ebi.ac.uk/efo/efo_0004765,GCST008742,31501611,2
http://www.ebi.ac.uk/efo/efo_0006917,GCST008754,31477735,0
http://www.ebi.ac.uk/efo/efo_0005112,GCST008751,31477735,1
http://www.ebi.ac.uk/efo/efo_0006921,GCST008752,31477735,1
http://www.ebi.ac.uk/efo/efo_0006917,GCST008753,31477735,2
http://www.ebi.ac.uk/efo/efo_0006335,GCST008749,31469255,4
http://www.ebi.ac.uk/efo/efo_0006336,GCST008750,31469255,4
http://www.ebi.ac.uk/efo/efo_0009458,GCST008748,31466081,11
http://purl.obolibrary.org/obo/go_0007568,GCST008748,31466081,11
http://www.ebi.ac.uk/efo/efo_0007009,GCST008519,31315583,7
http://www.ebi.ac.uk/efo/efo_0005426,GCST008484,31346403,0
http://www.ebi.ac.uk/efo/efo_0007009,GCST008518,31315583,54
http://www.ebi.ac.uk/efo/efo_0004215,GCST008465,31308545,8
http://www.ebi.ac.uk/efo/efo_0009178,GCST008497,31295725,5
http://www.ebi.ac.uk/efo/efo_0010126,GCST008547,31294817,4
http://purl.obolibrary.org/obo/go_0072718,GCST008756,31296530,33
http://www.ebi.ac.uk/efo/efo_0009262,GCST008548,31294817,2
http://www.ebi.ac.uk/efo/efo_0004274,GCST008460,31289104,11
http://www.ebi.ac.uk/efo/efo_0009104,GCST008460,31289104,11
http://www.ebi.ac.uk/efo/efo_0003912,GCST008475,31285632,2
http://www.ebi.ac.uk/efo/efo_0004265,GCST008474,31285632,20
http://www.ebi.ac.uk/efo/efo_0007939,GCST008269,31295674,0
http://www.ebi.ac.uk/efo/efo_0008459,GCST008269,31295674,0
http://www.ebi.ac.uk/efo/efo_0000341,GCST008269,31295674,0
http://www.ebi.ac.uk/efo/efo_0007939,GCST008268,31295674,0
http://www.ebi.ac.uk/efo/efo_0008459,GCST008268,31295674,0
http://www.ebi.ac.uk/efo/efo_0000341,GCST008268,31295674,0
http://www.ebi.ac.uk/efo/efo_0008087,GCST008461,31271701,2
http://www.ebi.ac.uk/efo/efo_0004286,GCST008461,31271701,2
http://www.ebi.ac.uk/efo/efo_0008087,GCST008462,31271701,11
http://www.ebi.ac.uk/efo/efo_0004286,GCST008462,31271701,11
http://www.ebi.ac.uk/efo/efo_0004593,GCST008448,31269844,3
http://www.ebi.ac.uk/efo/efo_0001360,GCST008463,31324766,1
http://www.ebi.ac.uk/efo/efo_0007626,GCST008476,31324189,35
http://www.ebi.ac.uk/efo/efo_0006527,GCST008476,31324189,35
http://www.ebi.ac.uk/efo/efo_0001360,GCST008464,31324766,4
http://www.ebi.ac.uk/efo/efo_0007937,GCST008478,31320639,69
http://www.ebi.ac.uk/efo/efo_0007009,GCST008516,31315583,79
http://www.ebi.ac.uk/efo/efo_0004300,GCST008598,31413261,2
http://www.ebi.ac.uk/efo/efo_0004300,GCST008599,31413261,2
http://www.ebi.ac.uk/efo/efo_0004300,GCST008600,31413261,8
http://www.ebi.ac.uk/efo/efo_0004300,GCST008601,31413261,7
http://www.ebi.ac.uk/efo/efo_0000178,GCST008646,31383772,6
http://www.ebi.ac.uk/efo/efo_0000180,GCST008758,31219150,93
http://www.ebi.ac.uk/efo/efo_0010125,GCST008758,31219150,93
http://www.ebi.ac.uk/efo/efo_0006917,GCST008181,31194736,22
http://purl.obolibrary.org/obo/mondo_0012511,GCST008180,31194736,18
http://www.ebi.ac.uk/efo/efo_0006917,GCST008180,31194736,18
http://www.ebi.ac.uk/efo/efo_0006917,GCST008179,31194736,24
http://www.ebi.ac.uk/efo/efo_0006917,GCST008178,31194736,13
http://www.ebi.ac.uk/efo/efo_0006917,GCST008177,31194736,19
http://www.ebi.ac.uk/efo/efo_0010100,GCST008512,31194737,39
http://purl.obolibrary.org/obo/go_0009314,GCST008388,31196165,3
http://www.ebi.ac.uk/efo/efo_0003843,GCST008388,31196165,3
http://www.ebi.ac.uk/efo/efo_0000305,GCST008388,31196165,3
http://www.ebi.ac.uk/efo/efo_0010099,GCST008511,31194737,0
http://www.ebi.ac.uk/efo/efo_0000692,GCST008459,31268507,101
http://www.ebi.ac.uk/efo/efo_0008385,GCST008545,31264924,2
http://www.ebi.ac.uk/efo/efo_0010133,GCST008545,31264924,2
http://www.ebi.ac.uk/efo/efo_0001360,GCST008545,31264924,2
http://www.ebi.ac.uk/efo/efo_0010133,GCST008546,31264924,8
http://www.ebi.ac.uk/efo/efo_0001360,GCST008546,31264924,8
http://www.ebi.ac.uk/efo/efo_0010120,GCST008503,31263163,3
http://www.ebi.ac.uk/efo/efo_0010130,GCST008550,31263887,40
http://www.ebi.ac.uk/efo/efo_0010120,GCST008505,31263163,4
http://www.ebi.ac.uk/efo/efo_0010120,GCST008504,31263163,11
http://www.ebi.ac.uk/efo/efo_0004255,GCST008456,31263063,19
http://www.ebi.ac.uk/efo/efo_0000681,GCST008225,31231134,3
http://www.ebi.ac.uk/efo/efo_0000681,GCST008226,31231134,8
http://www.ebi.ac.uk/efo/efo_0008343,GCST008224,31231134,1
http://www.ebi.ac.uk/efo/efo_0000681,GCST008224,31231134,1
http://www.ebi.ac.uk/efo/efo_0001663,GCST008231,31226226,3
http://purl.obolibrary.org/obo/go_1903491,GCST008551,31220337,28
http://www.ebi.ac.uk/efo/efo_0004145,GCST008551,31220337,28
http://www.ebi.ac.uk/efo/efo_0010059,GCST008274,31209788,1
http://www.ebi.ac.uk/efo/efo_0008336,GCST008274,31209788,1
http://www.ebi.ac.uk/efo/efo_0010056,GCST008172,31226389,0
http://www.ebi.ac.uk/efo/efo_0010059,GCST008275,31209788,6
http://www.ebi.ac.uk/efo/efo_0004541,GCST008398,31213470,16
http://www.ebi.ac.uk/efo/efo_0004612,GCST008444,31211820,10
http://www.ebi.ac.uk/efo/efo_0010101,GCST008502,31206233,13
http://www.ebi.ac.uk/efo/efo_0010130,GCST008549,31263887,16
http://www.ebi.ac.uk/efo/efo_0004985,GCST008458,31262040,1
http://www.ebi.ac.uk/efo/efo_0004985,GCST008457,31262040,1
http://www.ebi.ac.uk/efo/efo_0000341,GCST008292,31299468,1
http://purl.obolibrary.org/obo/go_0031960,GCST008292,31299468,1
http://www.ebi.ac.uk/efo/efo_0010062,GCST008292,31299468,1
http://www.ebi.ac.uk/efo/efo_0010068,GCST008292,31299468,1
http://www.ebi.ac.uk/efo/efo_0005921,GCST008293,31299468,0
http://www.ebi.ac.uk/efo/efo_0000341,GCST008293,31299468,0
http://purl.obolibrary.org/obo/go_0031960,GCST008293,31299468,0
http://www.ebi.ac.uk/efo/efo_0010062,GCST008293,31299468,0
http://www.ebi.ac.uk/efo/efo_0007939,GCST008294,31299468,1
http://www.ebi.ac.uk/efo/efo_0000341,GCST008294,31299468,1
http://purl.obolibrary.org/obo/go_0031960,GCST008294,31299468,1
http://www.ebi.ac.uk/efo/efo_0010062,GCST008294,31299468,1
http://www.ebi.ac.uk/efo/efo_0005055,GCST008422,31251759,10
http://www.ebi.ac.uk/efo/efo_0010067,GCST008276,31246245,8
http://www.ebi.ac.uk/efo/efo_0004999,GCST008108,31163085,7
http://www.ebi.ac.uk/efo/efo_0002610,GCST008399,31212010,21
http://www.ebi.ac.uk/efo/efo_0004761,GCST008445,31207883,3
http://www.ebi.ac.uk/efo/efo_0005112,GCST008176,31194736,9
http://purl.obolibrary.org/obo/go_0036273,GCST008552,31220337,2
http://www.ebi.ac.uk/efo/efo_0004145,GCST008552,31220337,2
http://purl.obolibrary.org/obo/go_0036273,GCST008553,31220337,6
http://www.ebi.ac.uk/efo/efo_0004145,GCST008553,31220337,6
http://www.ebi.ac.uk/efo/efo_0010124,GCST008554,31220337,9
http://www.ebi.ac.uk/efo/efo_0004145,GCST008554,31220337,9
http://www.ebi.ac.uk/efo/efo_0010066,GCST008277,31246245,5
http://www.ebi.ac.uk/efo/efo_0001359,GCST008377,31152121,5
http://www.ebi.ac.uk/efo/efo_0003884,GCST008395,31178898,15
http://www.ebi.ac.uk/efo/efo_0003100,GCST008223,31127053,5
http://www.ebi.ac.uk/efo/efo_0001360,GCST008223,31127053,5
http://www.ebi.ac.uk/efo/efo_0003884,GCST008394,31178898,12
http://www.ebi.ac.uk/efo/efo_0010080,GCST008356,31120506,3
http://www.ebi.ac.uk/efo/efo_0001365,GCST008356,31120506,3
http://www.ebi.ac.uk/efo/efo_0003761,GCST008361,31123309,9
http://www.ebi.ac.uk/efo/efo_0007820,GCST008361,31123309,9
http://www.ebi.ac.uk/efo/efo_0006788,GCST008360,31123309,6
http://www.ebi.ac.uk/efo/efo_0007820,GCST008360,31123309,6
http://www.ebi.ac.uk/efo/efo_0006788,GCST008359,31123309,10
http://www.ebi.ac.uk/efo/efo_0007820,GCST008359,31123309,10
http://www.ebi.ac.uk/efo/efo_0006788,GCST008358,31123309,3
http://www.ebi.ac.uk/efo/efo_0003761,GCST008358,31123309,3
http://www.ebi.ac.uk/efo/efo_0007820,GCST008358,31123309,3
http://www.orpha.net/ordo/orphanet_3389,GCST007897,31109976,2
http://www.ebi.ac.uk/efo/efo_0007918,GCST007897,31109976,2
http://www.ebi.ac.uk/efo/efo_0004228,GCST007897,31109976,2
http://purl.obolibrary.org/obo/mondo_0044887,GCST007896,31102405,7
http://purl.obolibrary.org/obo/go_0009314,GCST008381,31095341,14
http://www.ebi.ac.uk/efo/efo_0001663,GCST008381,31095341,14
http://purl.obolibrary.org/obo/hp_0002573,GCST008381,31095341,14
http://purl.obolibrary.org/obo/go_0009314,GCST008382,31095341,6
http://www.ebi.ac.uk/efo/efo_0001663,GCST008382,31095341,6
http://purl.obolibrary.org/obo/hp_0000079,GCST008382,31095341,6
http://purl.obolibrary.org/obo/go_0009314,GCST008379,31095341,3
http://www.ebi.ac.uk/efo/efo_0009658,GCST008379,31095341,3
http://www.ebi.ac.uk/efo/efo_0001663,GCST008379,31095341,3
http://purl.obolibrary.org/obo/go_0009314,GCST008380,31095341,16
http://purl.obolibrary.org/obo/hp_0000790,GCST008380,31095341,16
http://www.ebi.ac.uk/efo/efo_0001663,GCST008380,31095341,16
http://purl.obolibrary.org/obo/go_0009314,GCST008378,31095341,12
http://purl.obolibrary.org/obo/hp_0000016,GCST008378,31095341,12
http://www.ebi.ac.uk/efo/efo_0001663,GCST008378,31095341,12
http://www.ebi.ac.uk/efo/efo_0004997,GCST007949,31092297,25
http://www.ebi.ac.uk/efo/efo_0009324,GCST007950,31092297,13
http://www.ebi.ac.uk/efo/efo_0004997,GCST007950,31092297,13
http://www.ebi.ac.uk/efo/efo_0005842,GCST007992,31089142,87
http://www.ebi.ac.uk/efo/efo_0006788,GCST008559,31116379,10
http://www.ebi.ac.uk/efo/efo_0010098,GCST008559,31116379,10
http://www.ebi.ac.uk/efo/efo_0006788,GCST008560,31116379,0
http://www.ebi.ac.uk/efo/efo_0010098,GCST008560,31116379,0
http://www.ebi.ac.uk/efo/efo_0006788,GCST008561,31116379,1
http://www.ebi.ac.uk/efo/efo_0010098,GCST008561,31116379,1
http://www.ebi.ac.uk/efo/efo_0006788,GCST008562,31116379,1
http://www.ebi.ac.uk/efo/efo_0010098,GCST008562,31116379,1
http://www.ebi.ac.uk/efo/efo_0006788,GCST008563,31116379,1
http://www.ebi.ac.uk/efo/efo_0010098,GCST008563,31116379,1
http://www.ebi.ac.uk/efo/efo_0006788,GCST008564,31116379,1
http://www.ebi.ac.uk/efo/efo_0010098,GCST008564,31116379,1
http://www.ebi.ac.uk/efo/efo_0006788,GCST008565,31116379,1
http://www.ebi.ac.uk/efo/efo_0010098,GCST008565,31116379,1
http://www.ebi.ac.uk/efo/efo_0006788,GCST008566,31116379,1
http://www.ebi.ac.uk/efo/efo_0010098,GCST008567,31116379,1
http://purl.obolibrary.org/obo/hp_0012664,GCST007999,31113495,170
http://www.ebi.ac.uk/efo/efo_0003144,GCST007999,31113495,170
http://www.ebi.ac.uk/efo/efo_0004326,GCST007999,31113495,170
http://www.ebi.ac.uk/efo/efo_0000692,GCST008557,31155012,1
http://www.ebi.ac.uk/efo/efo_0010083,GCST008557,31155012,1
http://www.ebi.ac.uk/efo/efo_0010083,GCST008558,31155012,0
http://www.ebi.ac.uk/efo/efo_0000731,GCST008423,31249589,11
http://www.ebi.ac.uk/efo/efo_0006925,GCST008433,31186284,4
http://www.ebi.ac.uk/efo/efo_0000378,GCST008433,31186284,4
http://www.ebi.ac.uk/efo/efo_0004704,GCST008149,31188284,0
http://www.ebi.ac.uk/efo/efo_0007835,GCST008291,31090166,0
http://www.ebi.ac.uk/efo/efo_0007835,GCST008290,31090166,1
http://www.ebi.ac.uk/efo/efo_0007878,GCST008289,31090166,0
http://www.ebi.ac.uk/efo/efo_0007835,GCST008288,31090166,1
http://www.ebi.ac.uk/efo/efo_0007835,GCST008287,31090166,1
http://www.ebi.ac.uk/efo/efo_0007835,GCST008286,31090166,0
http://www.ebi.ac.uk/efo/efo_0007835,GCST008285,31090166,1
http://www.ebi.ac.uk/efo/efo_0007835,GCST008283,31090166,1
http://purl.obolibrary.org/obo/hp_0002253,GCST007921,31089239,2
http://www.ebi.ac.uk/efo/efo_0003829,GCST008284,31090166,1
http://www.ebi.ac.uk/efo/efo_0004505,GCST008366,31171785,24
http://www.ebi.ac.uk/efo/efo_0008475,GCST008357,31168069,46
http://www.ebi.ac.uk/efo/efo_0009963,GCST008115,31043756,61
http://www.ebi.ac.uk/efo/efo_0004344,GCST008362,31043758,225
http://www.ebi.ac.uk/efo/efo_0000289,GCST008103,31043756,184
http://www.ebi.ac.uk/efo/efo_0004344,GCST008363,31043758,133
http://www.ebi.ac.uk/efo/efo_0005939,GCST008363,31043758,133
http://www.ebi.ac.uk/efo/efo_0009965,GCST008117,31043756,10
http://www.ebi.ac.uk/efo/efo_0009964,GCST008116,31043756,5
http://www.ebi.ac.uk/efo/efo_0004653,GCST008397,31039275,1
http://www.ebi.ac.uk/efo/efo_0000384,GCST008397,31039275,1
http://www.ebi.ac.uk/efo/efo_0009949,GCST007948,31020675,1
http://www.ebi.ac.uk/efo/efo_0010071,GCST008309,31014085,14
http://www.orpha.net/ordo/orphanet_683,GCST007845,31059154,1
http://www.ebi.ac.uk/efo/efo_0000249,GCST008437,31055733,7
http://www.ebi.ac.uk/efo/efo_0000249,GCST008438,31055733,5
http://www.ebi.ac.uk/efo/efo_0000537,GCST008438,31055733,5
http://www.ebi.ac.uk/efo/efo_0004465,GCST008674,31021400,16
http://www.ebi.ac.uk/efo/efo_0004469,GCST008674,31021400,16
http://www.ebi.ac.uk/efo/efo_0004466,GCST008674,31021400,16
http://www.ebi.ac.uk/efo/efo_0005043,GCST008310,31014085,13
http://www.ebi.ac.uk/efo/efo_0007781,GCST007945,31081985,2
http://www.ebi.ac.uk/efo/efo_0009945,GCST007945,31081985,2
http://www.ebi.ac.uk/efo/efo_0009945,GCST007947,31081985,5
http://www.ebi.ac.uk/efo/efo_0009945,GCST007946,31081985,2
http://www.ebi.ac.uk/efo/efo_0003888,GCST007880,31085060,8
http://www.ebi.ac.uk/efo/efo_0008475,GCST007880,31085060,8
http://www.ebi.ac.uk/efo/efo_0009767,GCST007838,31070104,10
http://www.ebi.ac.uk/efo/efo_0009767,GCST007836,31070104,12
http://www.ebi.ac.uk/efo/efo_0009767,GCST007837,31070104,7
http://www.ebi.ac.uk/efo/efo_0004612,GCST007840,31006500,3
http://www.ebi.ac.uk/efo/efo_0003898,GCST007844,30946743,23
http://www.ebi.ac.uk/efo/efo_0009960,GCST008097,31006051,37
http://www.ebi.ac.uk/efo/efo_0009958,GCST008097,31006051,37
http://www.ebi.ac.uk/efo/efo_0009960,GCST008098,31006051,14
http://www.ebi.ac.uk/efo/efo_0009958,GCST008098,31006051,14
http://www.ebi.ac.uk/efo/efo_0004517,GCST007846,31070453,6
http://purl.obolibrary.org/obo/mondo_0024647,GCST007833,30975718,17
http://www.ebi.ac.uk/efo/efo_0010103,GCST008514,30972912,27
http://www.ebi.ac.uk/efo/efo_0004239,GCST008514,30972912,27
http://www.ebi.ac.uk/efo/efo_0008483,GCST008270,30999091,3
http://www.ebi.ac.uk/efo/efo_0008535,GCST008270,30999091,3
http://www.ebi.ac.uk/efo/efo_0007878,GCST008675,31151762,37
http://www.ebi.ac.uk/efo/efo_0010070,GCST008312,30992453,1
http://www.ebi.ac.uk/efo/efo_0010069,GCST008313,30992453,0
http://www.ebi.ac.uk/efo/efo_0007778,GCST007832,31040861,0
http://www.ebi.ac.uk/efo/efo_0000284,GCST008169,30988330,13
http://www.ebi.ac.uk/efo/efo_0009902,GCST007592,30980028,3
http://www.ebi.ac.uk/efo/efo_0009902,GCST007593,30980028,0
http://www.ebi.ac.uk/efo/efo_0009902,GCST007594,30980028,3
http://www.ebi.ac.uk/efo/efo_0004246,GCST008314,30971808,1
http://www.ebi.ac.uk/efo/efo_0010065,GCST008314,30971808,1
http://www.ebi.ac.uk/efo/efo_0002508,GCST007780,30957308,4
http://www.ebi.ac.uk/efo/efo_0004847,GCST007780,30957308,4
http://www.ebi.ac.uk/efo/efo_0003884,GCST007734,30955190,2
http://www.ebi.ac.uk/efo/efo_0005088,GCST007796,30952644,10
http://purl.obolibrary.org/obo/go_0072718,GCST007796,30952644,10
http://purl.obolibrary.org/obo/hp_0000360,GCST007796,30952644,10
http://www.ebi.ac.uk/efo/efo_0006527,GCST008375,31009812,1
http://www.ebi.ac.uk/efo/efo_0000571,GCST008375,31009812,1
http://www.ebi.ac.uk/efo/efo_0006527,GCST008376,31009812,2
http://www.ebi.ac.uk/efo/efo_0001071,GCST008376,31009812,2
http://purl.obolibrary.org/obo/hp_0002619,GCST008057,30998689,14
http://www.ebi.ac.uk/efo/efo_0000638,GCST007731,30945699,5
http://www.ebi.ac.uk/efo/efo_0000182,GCST007731,30945699,5
http://www.ebi.ac.uk/efo/efo_0006337,GCST008148,30924126,1
http://www.ebi.ac.uk/efo/efo_0004274,GCST008148,30924126,1
http://www.ebi.ac.uk/efo/efo_0004761,GCST008148,30924126,1
http://www.ebi.ac.uk/efo/efo_0004847,GCST007797,30929738,55
http://www.ebi.ac.uk/efo/efo_0000270,GCST007797,30929738,55
http://www.ebi.ac.uk/efo/efo_0000270,GCST007798,30929738,160
http://www.ebi.ac.uk/efo/efo_0006337,GCST008147,30924126,1
http://www.ebi.ac.uk/efo/efo_0004274,GCST008147,30924126,1
http://www.ebi.ac.uk/efo/efo_0004761,GCST008147,30924126,1
http://www.ebi.ac.uk/efo/efo_0004723,GCST007711,30921371,0
http://www.ebi.ac.uk/efo/efo_0000676,GCST008096,30921485,6
http://www.ebi.ac.uk/efo/efo_1002011,GCST007799,30929738,46
http://www.ebi.ac.uk/efo/efo_0004591,GCST007800,30929738,105
http://www.ebi.ac.uk/efo/efo_0001075,GCST007728,30898391,126
http://www.ebi.ac.uk/efo/efo_0009857,GCST007677,30886212,3
http://www.ebi.ac.uk/efo/efo_0009859,GCST007679,30886212,4
http://www.ebi.ac.uk/efo/efo_0009858,GCST007678,30886212,3
http://purl.obolibrary.org/obo/mondo_0001475,GCST007643,30889042,6
http://purl.obolibrary.org/obo/go_0036272,GCST007643,30889042,6
http://www.ebi.ac.uk/efo/efo_0002618,GCST007643,30889042,6
http://www.ebi.ac.uk/efo/efo_0009589,GCST007708,30867560,14
http://www.ebi.ac.uk/efo/efo_0007660,GCST007709,30867560,308
http://www.ebi.ac.uk/efo/efo_0009863,GCST007710,30867560,20
http://www.ebi.ac.uk/efo/efo_0007778,GCST007718,30910378,12
http://www.ebi.ac.uk/efo/efo_0004274,GCST008139,30899057,3
http://www.ebi.ac.uk/efo/efo_0009764,GCST007742,30895295,37
http://www.ebi.ac.uk/efo/efo_0009764,GCST007743,30895295,42
http://www.ebi.ac.uk/efo/efo_0009764,GCST007741,30895295,45
http://www.ebi.ac.uk/efo/efo_0009764,GCST007740,30895295,34
http://www.ebi.ac.uk/efo/efo_0007009,GCST007739,30895295,63
http://www.ebi.ac.uk/efo/efo_0007887,GCST007687,30899065,3
http://www.ebi.ac.uk/efo/efo_0010066,GCST008315,30894546,9
http://www.ebi.ac.uk/efo/efo_0009458,GCST008258,30940813,32
http://www.ebi.ac.uk/efo/efo_0007645,GCST008258,30940813,32
http://www.ebi.ac.uk/efo/efo_0004351,GCST007656,30940143,21
http://www.ebi.ac.uk/efo/efo_0000341,GCST007656,30940143,21
http://www.ebi.ac.uk/efo/efo_0009458,GCST008259,30940813,25
http://www.ebi.ac.uk/efo/efo_0003829,GCST008259,30940813,25
http://www.ebi.ac.uk/efo/efo_0000712,GCST007613,30940143,0
http://www.ebi.ac.uk/efo/efo_0000341,GCST007613,30940143,0
http://www.ebi.ac.uk/efo/efo_0000341,GCST007612,30940143,3
http://www.ebi.ac.uk/efo/efo_0000378,GCST007612,30940143,3
http://www.ebi.ac.uk/efo/efo_0000537,GCST007611,30940143,22
http://www.ebi.ac.uk/efo/efo_0000341,GCST007611,30940143,22
http://www.ebi.ac.uk/efo/efo_0000537,GCST007610,30940143,0
http://www.ebi.ac.uk/efo/efo_0004351,GCST007609,30940143,0
http://www.ebi.ac.uk/efo/efo_0010079,GCST008321,30894546,21
http://www.ebi.ac.uk/efo/efo_0010079,GCST008316,30894546,39
http://www.ebi.ac.uk/efo/efo_0010079,GCST008339,30894546,58
http://www.ebi.ac.uk/efo/efo_0005213,GCST008317,30894546,11
http://www.ebi.ac.uk/efo/efo_0004695,GCST008320,30894546,3
http://www.ebi.ac.uk/efo/efo_0004695,GCST008319,30894546,1
http://www.ebi.ac.uk/efo/efo_0010067,GCST008318,30894546,9
